Taxonomy	SRX2199539	SRX2199670	SRX2199763	SRX2199673	SRX2199755	SRX2199636	SRX2199674	SRX2199676	SRX2199624	SRX2199553	SRX2199782	SRX2199750	SRX2199681	SRX2199775	SRX2199300	SRX2199629	SRX2199675	SRX2199552	SRX2199443	SRX2199663	ravg	SRX2199608	SRX2199470	SRX2234477	SRX2199475	SRX2234458	SRX2234572	SRX2234453	SRX2234456	SRX2234559	SRX2234523	SRX2199472	SRX2199601	SRX2199644	SRX2234520	SRX2234430	favg
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus Attacne	1.95E-05	0	0	0	0	0	0	0	0	1.02E-05	1.90E-05	0	0	0	0	0	0	3.48E-05	0	0	4.17E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus Kubed	9.77E-06	0	0	0	0	0	0	0	0	0	9.48E-06	0	0	0	0	0	0	3.48E-05	0	0	2.70E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus Lauchelly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16E-05	0	0	5.80E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus Ouroboros	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32E-05	0	0	1.16E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus P1.1	0	0	0	0	0	0	0	0	0	0	1.90E-05	0	0	0	0	0	0	2.32E-05	0	0	2.11E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus P1001	4.89E-06	0	0	0	0	0	0	0	0	5.11E-06	1.90E-05	0	0	0	0	0	0	1.74E-05	0	0	2.32E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus P100A	0	0	0	0	0	0	0	0	0	1.53E-05	1.90E-05	0	0	0	0	0	0	5.80E-06	0	0	2.00E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus P104A	4.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16E-05	0	0	8.24E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus P144	9.77E-06	0	0	0	0	0	0	0	0	0	2.84E-05	0	0	0	0	0	0	5.80E-06	0	0	2.20E-06	0	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	1.28E-05	0	1.89E-06
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus P91	0	0	0	0	0	0	0	0	0	5.11E-06	9.48E-06	0	0	0	0	0	0	1.16E-05	0	0	1.31E-06	0	0	0	0	0	0	0	0	1.46E-05	0	0	0	0	0	0	9.71E-07
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus PAD20	4.89E-06	0	0	0	0	0	0	0	0	0	4.74E-05	0	0	0	0	0	0	6.95E-05	0	0	6.09E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus PAS50	1.47E-05	0	0	0	0	0	0	0	0	0	2.84E-05	0	0	0	0	0	0	1.16E-05	0	0	2.73E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus PHL041M10	1.47E-05	0	0	0	0	0	0	0	0	0	1.90E-05	0	0	0	0	0	0	4.06E-05	0	0	3.71E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus PHL071N05	0	0	0	0	0	0	0	0	0	0	2.84E-05	0	0	0	0	0	0	2.90E-05	0	0	2.87E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus PHL092M00	9.77E-06	0	0	0	0	0	0	0	0	0	9.48E-06	0	0	0	0	0	0	5.80E-06	0	0	1.25E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus PHL112N00	1.47E-05	0	0	0	0	0	0	0	0	0	2.84E-05	0	0	0	0	0	0	3.48E-05	0	0	3.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26E-06	0	2.84E-07
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus PHL113M01	4.89E-06	0	0	0	0	0	0	0	0	0	9.48E-06	0	0	0	0	0	0	1.74E-05	0	0	1.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus PHL114L00	9.77E-06	0	0	0	0	0	0	0	0	0	9.48E-06	0	0	0	0	0	0	5.80E-06	0	0	1.25E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus PHL116M00	1.47E-05	0	0	0	0	0	0	0	0	0	1.90E-05	0	0	0	0	0	0	1.74E-05	0	0	2.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26E-06	0	2.84E-07
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus PHL141N00	4.89E-06	0	0	0	0	0	0	0	0	0	1.90E-05	0	0	0	0	0	0	4.06E-05	0	0	3.22E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus PHL152M00	0	0	0	0	0	0	0	0	0	0	2.84E-05	0	0	0	0	0	0	5.80E-06	0	0	1.71E-06	0	0	0	0	0	0	0	0	0	0	5.17E-06	0	0	0	0	3.45E-07
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus PHL179M00	4.89E-06	0	0	0	0	0	0	0	0	5.11E-06	0	0	0	0	0	0	0	5.80E-06	0	0	7.89E-07	0	0	0	0	0	0	0	0	0	0	1.03E-05	0	0	0	0	6.90E-07
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus PHL199M00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16E-05	0	0	5.80E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26E-06	0	2.84E-07
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus Pacnes201215	0	0	0	0	0	0	0	0	0	5.11E-06	9.48E-05	0	0	0	0	0	0	5.80E-06	0	0	5.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus Solid	0	0	0	0	0	0	0	0	0	5.11E-06	9.48E-06	0	0	0	0	0	0	1.74E-05	0	0	1.60E-06	0	0	0	0	0	0	0	0	0	0	5.17E-06	0	0	0	0	3.45E-07
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus Stormborn	4.89E-06	0	0	0	0	0	0	0	0	5.11E-06	9.48E-06	0	0	0	0	0	0	5.80E-06	0	0	1.26E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus Wizzo	1.95E-05	0	0	0	0	0	0	0	0	2.04E-05	7.58E-05	0	0	0	0	0	0	4.64E-05	0	0	8.11E-06	0	0	0	0	0	0	0	0	0	0	1.03E-05	0	0	0	0	6.90E-07
Viruses;Caudovirales;Siphoviridae;Phietavirus;Staphylococcus phage StB27	9.77E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.80E-06	0	0	7.78E-07	0	0	0	0	0	1.36E-05	0	0	0	0	0	0	0	0	0	9.05E-07
Viruses;Caudovirales;Siphoviridae;Sfi21dt1virus;Streptococcus virus 7201	0	0	0	6.85E-05	0	0	0	0	0	0	0	0	0.0001984297945	0	0.0003212142756	0.003720953192	0	5.80E-05	0	0	0.0002183548281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Staphylococcus phage IME-SA4	0	0	0	5.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74E-05	0	0	3.73E-06	0	0	0	0	0	0	5.55E-05	0	0	0	0	0	0	1.28E-05	0	4.55E-06
Viruses;Caudovirales;Siphoviridae;Staphylococcus phage phiRS7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.80E-06	0	0	2.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Reoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Reoviridae;Aquareovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Reoviridae;Aquareovirus;Aquareovirus B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.80E-06	0	0	2.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus sp. RS50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93E-05	0	0	0	0	0	0	0	1.95E-06
Viruses;Baculoviridae;Betabaculovirus;Cydia pomonella granulovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88E-06	0	0	0	0	0	0	0	3.25E-07
Viruses;Caudovirales;Myoviridae;Bacillus phage Eldridge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95E-05	0	0	0	0	0	0	4.84E-06	1.62E-06
Viruses;Caudovirales;Myoviridae;Shigella phage SfII	0	0	0	0	0	0	1.87E-05	0	0	0	9.48E-06	0	0	0	0	2.80E-05	0	0	1.53E-05	0	3.57E-06	0	0	0	0	0	0	5.55E-05	0.0001121338968	0	0	0	0	0.0001281310422	8.09E-05	0	2.51E-05
Viruses;Caudovirales;Myoviridae;Shigella phage SfIV	0	0	0	0	0	0	0	0	0	0	0	0	7.63E-06	0	0	0	0	0	0	0	3.82E-07	0	0	0	0	0	0	0	3.41E-05	0	0	0	0	8.54E-05	0.0005746397924	4.84E-06	4.66E-05
Viruses;Caudovirales;Podoviridae;Epsilon15virus;Enterobacter phage Tyrion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88E-05	0	0	5.17E-06	0	0	0	0	3.60E-06
Viruses;Caudovirales;Podoviridae;Epsilon15virus;Escherichia phage TL-2011b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78E-05	6.34E-05	0	0	0	0	0	8.51E-06	0	6.64E-06
Viruses;Caudovirales;Podoviridae;Pseudomonas virus 119X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88E-06	0	0	0	0	0	0	0	3.25E-07
Viruses;Caudovirales;Siphoviridae;Cjw1virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46E-05	1.46E-05	0	0	0	1.42E-05	0	0	2.90E-06
Viruses;Caudovirales;Siphoviridae;Cjw1virus;Mycobacterium phage HufflyPuff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75E-06	0	0	0	0	0	0	0	6.50E-07
Viruses;Caudovirales;Siphoviridae;Clostridium phage phiSM101	0	0	0	0	0	0	7.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73E-06	0	0	0	0	0	0	0	4.88E-06	0	0	0	0	0	0	0	3.25E-07
Viruses;Caudovirales;Siphoviridae;Demosthenesvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Demosthenesvirus;Gordonia virus Demosthenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88E-06	0	0	0	0	0	0	0	3.25E-07
Viruses;Caudovirales;Siphoviridae;Gordonia phage GRU3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88E-06	0	0	0	0	0	0	0	3.25E-07
Viruses;Caudovirales;Siphoviridae;Hk97virus;Enterobacteria phage HK544	0	0	0	0	0	0	9.33E-05	0	0	0	9.48E-06	0	7.63E-05	0	0	0	0	0	0	0	8.95E-06	0	0	0	0	0	0	0	0.0001121338968	0	0	0	0	1.42E-05	0	0	8.42E-06
Viruses;Caudovirales;Siphoviridae;Lambdavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Lambdavirus;Enterobacteria phage HK629	0	0	0	0	0	0	0	0	0	0	1.90E-05	0	0	0	0	0	0	0	0	0	9.48E-07	0	0	0	0	0	0	0	3.90E-05	0	0	0	0	0	0	0	2.60E-06
Viruses;Caudovirales;Siphoviridae;Salmonella phage vB_SosS_Oslo	0	0	0	0	0	0	0	0	0	5.11E-06	0	0	0	1.82E-05	0	0	0	0	0	0	1.17E-06	0	0	0	0	0	0	0	4.88E-06	0	0	0	0	1.42E-05	0	0	1.27E-06
Viruses;Caudovirales;Siphoviridae;Tm4virus;Mycobacterium phage Validus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88E-06	0	0	0	0	0	0	0	3.25E-07
Viruses;Caudovirales;Siphoviridae;Yuavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Yuavirus;Pseudomonas virus M6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88E-06	0	0	0	0	0	0	0	3.25E-07
Viruses;Parvoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Parvoviridae;Erythroparvovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Parvoviridae;Erythroparvovirus;Rodent erythroparvovirus 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75E-06	0	0	0	0	0	0	0	6.50E-07
Viruses;Phycodnaviridae;Prasinovirus;Ostreococcus lucimarinus virus 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88E-06	0	0	0	0	0	0	0	3.25E-07
Viruses;Vibrio phage PWH3a-P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88E-06	0	0	0	0	0	0	0	3.25E-07
Viruses;Yellowstone Lake virophage 6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88E-06	0	0	0	0	0	0	0	3.25E-07
Archaea;Thaumarchaeota;Nitrososphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera	2.44E-05	0	0	0	0	0	0	0	0	5.11E-06	0	0	0	0	6.12E-05	0	0	0	0	0	4.54E-06	1.68E-05	0	0	0	0	0	0	0	1.46E-05	3.08E-05	0	0	2.85E-05	0	0	6.05E-06
Viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Shuni orthobunyavirus	0	0	0	0	0	0	0	0	0	5.11E-06	0	0	0	0	0	0	0	0	0	0	2.55E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Ackermannviridae;Cba120virus;Salmonella virus SH19	0	0	0	0	0	0	0	0	0	1.53E-05	0	0	0	0	0	0	0	0	0	0	7.66E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Myoviridae;Shewanella sp. phage 3/49	0	0	0	0	0	0	0	0	0	5.11E-06	0	0	0	0	0	0	0	0	0	0	2.55E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Podoviridae;Bcep22virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Podoviridae;Bcep22virus;Burkholderia virus Bcepmigl	0	0	0	0	0	0	0	0	0	1.02E-05	0	0	0	0	0	0	0	0	0	0	5.11E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Podoviridae;T7virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Podoviridae;T7virus;Salmonella phage Vi06	0	0	0	0	0	0	0	0	0	1.02E-05	0	0	0	0	0	0	0	0	0	0	5.11E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Podoviridae;Tl2011virus;Escherichia virus TL2011	0	0	0	0	0	0	0	0	0	5.11E-06	0	0	0	0	0	0	0	0	0	0	2.55E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Bignuzvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Bignuzvirus;Mycobacterium virus Bignuz	0	0	0	0	0	0	0	0	0	5.11E-06	0	0	0	0	0	0	0	0	0	0	2.55E-07	0	0	0	0	1.28E-05	0	0	0	0	0	0	0	0	0	0	8.56E-07
Viruses;Caudovirales;Siphoviridae;C2virus;Lactococcus phage D4412	0	0	0	0	0	0	0	0	0	1.53E-05	0	0	0	0	0	0	0	0	0	0	7.66E-07	0	0	0	0	0	0	0	0	0	0	5.17E-06	0	0	4.26E-06	0	6.29E-07
Viruses;Caudovirales;Siphoviridae;C2virus;Lactococcus virus c2	0	0	0	0	0	0	0	0	0	2.04E-05	0	0	0	9.11E-06	3.06E-05	0	0	0	0	0	3.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	8.51E-06	0	5.68E-07
Viruses;Caudovirales;Siphoviridae;Enterobacter phage phiEap-2	0	0	0	0	0	0	0	0	0	1.02E-05	0	0	0	0	0	0	0	0	0	0	5.11E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Enterobacterial phage mEp213	0	0	0	0	0	0	6.53E-05	0	0	8.17E-05	9.48E-06	0	0	0	1.53E-05	0	0	0	0	0	8.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Hk97virus;Enterobacteria phage mEp235	0	0	0	0	0	0	0	0	0	0.000137841295	0	0	0	0	0	0	0	0	0	0	6.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26E-06	0	2.84E-07
Viruses;Caudovirales;Siphoviridae;Hk97virus;Enterobacteria phage mEpX1	0	0	0	0	0	0	2.80E-05	0	0	5.11E-06	3.79E-05	0	0	0	3.06E-05	0	0	0	0	0	5.08E-06	0	0	0	0	0	0	0	0	0	0	2.59E-05	0	0.000398629909	0	0	2.83E-05
Viruses;Caudovirales;Siphoviridae;Jerseyvirus;Salmonella virus SE2	0	0	0	0	0	0	0	0	0	1.02E-05	0	0.0001258614271	0	0	0	0	0	0	0	0	6.80E-06	0	0	0	0	0.0002182939582	0	0	0	0	0	0	0	0	0	0	1.46E-05
Viruses;Caudovirales;Siphoviridae;Jerseyvirus;Salmonella virus SETP3	0	0	0	0	0	0	0	0	0	2.04E-05	0	5.03E-05	0	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Jerseyvirus;Salmonella virus f18SE	0	0	0	0	0	0	0	0	0	5.11E-06	0	2.52E-05	0	0	0	0	0	0	0	0	1.51E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium phage PHL055N00	1.47E-05	0	0	0	0	0	0	0	0	5.11E-06	4.74E-05	0	0	0	0	0	0	0	0	0	3.36E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium phage PHL082M00	4.89E-06	0	0	0	0	0	0	0	0	1.02E-05	2.84E-05	0	0	0	0	0	0	0	0	0	2.18E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus PHL070N00	4.89E-06	0	0	0	0	0	0	0	0	1.02E-05	3.79E-05	0	0	0	0	0	0	0	0	0	2.65E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Pa6virus;Propionibacterium virus SKKY	9.77E-06	0	0	0	0	0	0	0	0	1.02E-05	1.90E-05	0	0	0	0	0	0	0	0	0	1.95E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Sap6virus	0	0	0	0	0	0	0	0	0	0.01856262773	0	0	0	0	0	0	0	0	0	0	0.0009281313866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Sap6virus;Enterococcus phage vB_EfaS_IME198	0	0	0	0	0	0	0	0	0	0.01246697935	0	0	0	0	0	0	0	0	0	0	0.0006233489676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Sap6virus;Enterococcus virus BC611	0	0	0	0	0	0	0	0	0	0.005217548279	0	0	0	0	0	0	0	0	0	0	0.000260877414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Sap6virus;Enterococcus virus VD13	0	0	0	0	0	0	0	0	0	0.0110885664	0	0	0	0	0	0	0	0	0	0	0.0005544283201	0	0	0	0	1.28E-05	0	0	0	0	0	0	0	0	0	0	8.56E-07
Viruses;Caudovirales;Siphoviridae;Sap6virus;Streptococcus virus SPQS1	0	0	0	0	0	0	0	0	0	0.01203813977	0	0	0	0	0	0	0	0	0	0	0.0006019069884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Sextaecvirus;Staphylococcus virus SEP9	0	0	0	0	0	0	0	0	0	0.0008627844023	0	0	0	0	0	0	0	0	0	0	4.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Streptococcus phage PH15	0	0	0	1.14E-05	0	0	0	0	0	5.11E-06	1.90E-05	0	0	0	0	9.35E-06	0	0	0	0	2.24E-06	2.52E-05	0	6.39E-06	0	0	0	0	0	0	0	0	0	0	4.26E-06	9.68E-06	3.04E-06
Viruses;Caudovirales;Siphoviridae;Streptococcus phage phiBHN167	0	0	0	0	0	0	0	0	0	1.02E-05	0	0	3.82E-05	0	0	0	0	0	0	0	2.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;T1virus	0	0	0	0	0	0	0.003515594037	0	0	5.11E-06	0	0	0	0	0	0	0	0	0	0	0.0001760349635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Una4virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Caudovirales;Siphoviridae;Una4virus;Leuconostoc virus LN34	0	0	0	0	0	0	0	0	0	5.11E-06	0	0	0	0	0	0	0	0	0	0	2.55E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Diplodia scrobiculata RNA virus 1	0	0	0	0	0	0	0	0	0	5.11E-06	0	0	0	0	0	0	0	0	0	0	2.55E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Herpesvirales;Herpesviridae;Simplexvirus;Macacine alphaherpesvirus 1	0	0	0	0	0	0	0	0	0	5.11E-06	0	0	0	0	0	0	0	0	0	0	2.55E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Parvoviridae;Bocaparvovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Parvoviridae;Bocaparvovirus;Ungulate bocaparvovirus 6	9.77E-06	0	0	0	0	0	0	0	0	5.11E-06	0	0	0	0	0	0	0	0	0	0	7.44E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Phycodnaviridae;Raphidovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Phycodnaviridae;Raphidovirus;Heterosigma akashiwo virus 01	0	0	0	0	0	0	0	0	0	5.11E-06	0	0	0	0	0	0	1.08E-05	0	0	0	7.94E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Poxviridae;Cervidpoxvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses;Poxviridae;Cervidpoxvirus;Mule deerpox virus	0	0	0	0	0	0	0	0	0	5.11E-06	0	0	0	0	0	0	0	0	0	0	2.55E-07	0	0	0	1.72E-05	0	0	0	0	0	0	0	0	0	4.26E-06	4.84E-06	1.75E-06
